marlersoft/zigwin32	07fc4b7eef921d35b0c24cce8a8bec585c38724a	37	37
marlersoft/zigwin32	f269cbae83ef0eec92d8483181d8c64a9513af88	4	2
marlersoft/win32json	4da943a3eb9076c4f782b314bb5050af20ad76f4	1	1
marlersoft/win32json	09aade9e63fc0f77bee9fbc8aad64095b8c9bf28	1818727	1818727
marlersoft/win32json	65ac3835650284bb88f7dda0fe66b8f679ba0619	1676	1676
marlersoft/zigwin32gen	bdb673f55941ec728ca34ec6307f9f17ac632aa0	2	2
marlersoft/zigwin32gen	9845a5214e5017e1bd737595ddce7f78268343c4	2	2
marler8997/msvcup	05010d2461cd7e1a5fbec601a22bf67168a41420	8	8
marler8997/msvcup	35dcf29ffde5e94b7c853c6bc5322370a08feed0	617	77
marler8997/dndgames	e55e604a8b2865998bdb3b3b6fd5ffc7b31095f1	29	4
marler8997/dotfiles	4f377187949b58e8af62b95b04a0fb29eb1973d2	5	0
marlersoft/win32jsongen	94dcbce61db4a3cd7d3b4b8d4fd76b71c3a914a6	3236	4231
marlersoft/win32jsongen	85b0b66786857ea964deff87e2eaf27223e7834c	66	66
marlersoft/win32jsongen	020268e587572e5baab93fb426f11c1cea1500ae	1	0
marlersoft/win32jsongen	e0d8fe8fabe6d5cc5443942033e92beb7621533e	2	143
